First Investment Day,Last Investment Day,Return (%)
1977-11-10,1997-11-04,5768.942381248035
1977-12-12,1997-12-04,6251.388506718168
1978-01-09,1998-01-02,6161.7008884897305
1978-02-08,1998-02-02,6493.227455954868
1978-03-10,1998-03-04,7280.892199577946
1978-04-10,1998-04-03,8760.082170090078
1978-05-09,1998-05-01,8512.159424472029
1978-06-08,1998-06-02,7718.604579292393
1978-07-10,1998-07-02,8717.315375100421
1978-08-07,1998-07-31,7958.314363681812
1978-09-06,1998-08-31,4691.018980156233
1978-10-06,1998-09-30,5403.359932222617
1978-11-06,1998-10-30,6639.194841069364
1978-12-05,1998-11-27,8303.764994115705
1979-01-04,1998-12-29,9098.191001720543
1979-02-05,1999-01-28,9366.928599942685
1979-03-05,1999-02-26,8500.279991313711
1979-04-04,1999-03-29,9783.263265039552
1979-05-04,1999-04-28,10458.094335234086
1979-06-04,1999-05-28,9077.444005610196
1979-07-03,1999-06-25,9122.272408611976
1979-08-02,1999-07-27,9905.707123293123
1979-09-04,1999-08-26,9623.22849654009
1979-10-01,1999-09-24,7713.990879704756
1979-10-31,1999-10-25,7929.528850855672
1979-11-30,1999-11-24,10131.907132612427
1979-12-31,1999-12-23,10786.271041929496
1980-01-29,2000-01-21,10080.61493611993
1980-02-28,2000-02-22,8062.607200246872
1980-03-31,2000-03-23,11307.708857358537
1980-04-28,2000-04-20,8906.83148248173
1980-05-28,2000-05-22,7961.083447266391
1980-06-27,2000-06-21,9093.212629240552
1980-07-28,2000-07-21,8878.200253597259
1980-08-26,2000-08-18,8889.080581673843
1980-09-25,2000-09-19,8165.531335460949
1980-10-27,2000-10-19,6814.269814183803
1980-11-24,2000-11-17,6331.260657460254
1980-12-24,2000-12-18,5574.360756467127
1981-01-23,2001-01-17,5493.5363999090805
1981-02-23,2001-02-16,5044.181415735918
